Year,Quarter,Class,Title,Instructor,Students,AverageGPA,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,W
2012,Fall,GENOME 371,Intro Genetics,"Raghuraman, M. K.",189,2.8,32,23,24,18,38,12,14,9,5,4,1,3,6
2012,Fall,GEOG 315,Explan Undstn Geog,"Brown, Michael",64,2.6,10,11,2,9,5,2,6,2,2,5,3,3,4
2012,Fall,HIST 111,The Ancient World,"Joshel, Sandra R.",188,3,8,58,37,23,29,9,7,4,4,1,2,1,5
2012,Fall,JAPAN 111,1st-Yr Japanese,"Nishikawa, Itsuko",48,2.7,6,9,4,7,8,2,1,2,2,1,1,3,2
2012,Fall,JAPAN 111,1st-Yr Japanese,"Nishikawa, Itsuko",52,2.7,2,11,10,5,8,2,2,2,1,3,1,1,4
2012,Fall,LING 100,Fund Of Grammar,"Surek-Clark, Clarissa",246,3.1,65,47,23,24,34,15,13,10,4,3,3,2,3
2012,Fall,LING 200,Intro Ling Thought,"Mcgarrity, Laura W",220,2.9,43,43,27,31,20,9,10,9,4,3,6,8,7
2012,Fall,LING 200,Intro Ling Thought,"Mcgarrity, Laura W",29,2.4,6,3,1,3,1,2,2,1,1,2,2,3,2
2012,Fall,MATH 111,Algebra With Appl,"Taggart, Jennifer",156,2.8,25,27,16,21,15,8,5,14,8,4,1,5,7
2012,Fall,MATH 111,Algebra With Appl,"Taggart, Jennifer",158,3,36,34,19,23,11,9,6,4,7,1,3,4,1
2012,Fall,MATH 120,Precalculus,"Conroy, Matthew",149,2.5,9,19,21,17,25,4,6,12,1,3,2,12,18
2012,Fall,MATH 120,Precalculus,"Conroy, Matthew",139,2.5,11,23,18,24,13,4,5,3,3,7,3,13,12
2012,Fall,MATH 120,Precalculus,"Nichifor, Alexandra",147,2.7,10,21,10,16,46,7,4,11,3,3,2,1,13
2012,Fall,MATH 120,Precalculus,"Nichifor, Alexandra",149,3,17,28,26,22,32,3,3,6,5,1,1,1,4
2012,Fall,MATH 124,Calc Analyt Geom I,"Collingwood, David H",145,2.8,10,23,21,18,30,13,7,6,1,2,1,4,9
2012,Fall,MATH 124,Calc Analyt Geom I,"Conroy, Matthew",111,2.6,9,19,10,17,10,7,9,6,1,6,4,4,9
2012,Fall,MATH 124,Calc Analyt Geom I,"Devinatz, Ethan S",119,2.9,13,22,17,18,17,15,3,4,2,1,1,1,5
2012,Fall,MATH 125,Calc Analyt Geom Ii,"Burdzy, Krzysztof",114,2.7,9,15,17,17,16,10,12,10,3,2,1,1,1
2012,Fall,MATH 126,Calc Anyl Geom Iii,"Loveless, Andrew",193,2.7,18,31,24,31,29,12,10,10,3,6,2,10,7
2012,Fall,MATH 126,Calc Anyl Geom Iii,"Loveless, Andrew",197,3,28,39,20,35,33,17,7,7,2,1,2,1,5
2012,Fall,MEDCH 400,Fund Concpts Medch,"Nelson, Wendel L",101,2.7,24,11,9,10,13,5,8,8,5,1,1,5,1
2012,Fall,MICROM 301,Gen Microbiology,"Mougous, Joseph D",200,2.5,24,15,15,25,27,21,16,22,9,8,2,2,14
2012,Fall,MICROM 410,Fund Of Gen Micro I,"Parsek, Matthew R",182,2.6,35,17,13,11,20,20,19,12,13,4,4,6,8
2012,Fall,MUSIC 116,Elem Music Theory,"Saks, Toby",177,3.1,61,29,21,13,14,7,2,4,6,1,2,11,6
2012,Fall,MUSIC 116,Elem Music Theory,"Shelley, Peter",205,3.4,101,37,23,11,6,2,4,1,3,2,1,6,8
2012,Fall,MUSIC 185,The Concert Season,"Harreld, Nicole R.",329,3,76,71,21,54,31,7,23,13,4,4,4,7,14
2012,Fall,PHIL 100,Intro To Philosophy,"Rosenthal, Michael",196,3,17,53,38,23,28,11,3,8,1,1,2,3,8
2012,Fall,PHIL 120,Intro To Logic,"Hildebrand, Tyler W.",189,2.9,26,48,19,16,30,9,4,8,3,8,4,5,9
2012,Fall,POL S 201,Intro Pol Theory,"Di Stefano, Christine",183,2.7,12,34,28,29,23,11,8,9,5,4,3,8,9
2012,Fall,PSYCH 101,Intro To Psych,"Mclaughlin, Judith L.",223,2.9,54,39,20,24,20,14,14,11,6,3,3,9,6
2012,Fall,PSYCH 206,Human Development,"Ha, Renee Robinette",78,2.7,12,9,9,12,8,6,3,8,4,3,1,1,2
2012,Winter,AMATH 301,Beg Sci Computing,"Brunton, Steven L.",126,2.9,14,20,27,19,12,13,5,4,2,1,1,2,6
2012,Winter,ANTH 215,Med Anth/ Glbl Hlth,"Chapman, Rachel R",301,3.6,169,74,16,11,5,8,3,2,1,2,1,4,5
2012,Winter,ART H 212,Chinese Art,"Wang, Haicheng",113,2.8,15,30,15,11,8,8,2,6,3,1,6,4,4
2012,Winter,ART H 314,India Mod/Cntp Art,"Khullar, Sonal",38,2.6,4,6,2,6,5,1,2,5,1,1,1,1,3
2012,Winter,BIOC 406,Intro To Biochem,"Brzovic, Peter",615,2.8,38,88,100,87,118,61,52,44,11,6,1,3,6
2012,Winter,BIOL 118,Survey Of Physiol,"Oakley, Amy E",328,2.8,23,62,52,50,56,27,22,10,5,1,2,9,9
2012,Winter,BIOL 180,Intro Biology,"Meister, Cecile J",578,2.6,43,67,70,89,111,48,43,45,15,13,6,15,13
2012,Winter,BIOL 200,Intro Biol,"Freeman, Scott",371,2.7,21,52,57,54,49,43,32,19,11,6,2,2,23
2012,Winter,BIOL 200,Intro Biol,"Freeman, Scott",384,2.8,34,61,62,53,63,28,22,26,6,10,2,7,10
2012,Winter,BIOL 350,Foundtns Physiology,"Wenderoth, Mary P",113,2.3,3,12,9,12,20,15,9,11,10,6,1,4,1
2012,Winter,CHEM 142,General Chemistry,"Bryant, Jasmine R.",324,2.6,24,36,42,31,50,40,24,35,13,6,3,4,16
2012,Winter,CHEM 142,General Chemistry,"Bryant, Jasmine R.",273,2.6,23,33,23,33,49,32,27,24,8,4,2,6,9
2012,Winter,CHEM 152,General Chemistry,"Wiegand, Deborah H",417,2.5,8,26,50,66,104,41,40,36,9,15,3,6,13
2012,Winter,CHEM 152,General Chemistry,"Chiu, Daniel T.",244,2.6,2,21,42,75,29,16,13,18,8,7,3,7,3
2012,Winter,CHEM 162,General Chemistry,"Carroll, Andrea D.",186,2.6,11,25,17,17,39,27,14,17,7,2,1,1,8
2012,Winter,CHEM 238,Organic Chemistry,"Sasaki, Tomikazu",246,2.6,17,35,26,28,40,25,29,24,4,3,4,5,6
2012,Winter,CHEM 238,Organic Chemistry,"Clary, Scott T.",287,2.8,31,38,36,44,48,24,22,24,6,5,1,2,6
2012,Winter,COM 220,Intro To Public Spk,"Mcgarrity, Matt",245,2.9,10,45,49,60,35,16,7,7,3,2,1,2,8
2012,Winter,CSE 142,Computer Prgrmng I,"Reges, Stuart",437,2.6,43,77,53,57,34,31,25,24,10,10,7,39,27
2012,Winter,CSE 142,Computer Prgrmng I,"Reges, Stuart",334,2.7,24,71,46,47,36,19,13,14,14,11,5,19,15
2012,Winter,CSE 143,Computer Prgrmng Ii,"Martin, Helene",288,2.8,25,57,39,36,42,25,14,11,7,5,4,11,12
2012,Winter,ECON 200,Intro Microecon,"Ellis, Gregory M.",483,3.1,31,143,90,91,54,17,14,14,6,2,3,3,15
2012,Winter,ECON 200,Intro Microecon,"Salehi-Esfahani, Haideh",431,2.9,41,50,93,95,64,30,14,12,7,7,3,6,9
2012,Winter,ECON 201,Intro Macroecon,"O'dea, Dennis C",294,3,56,61,47,36,29,20,12,7,7,5,2,9,3
2012,Winter,ESRM 100,Environmental Sci,"Harrison, Robert B",411,3.3,86,124,76,43,27,12,9,8,3,2,3,4,14
2012,Winter,ESS 106,Living With Volcano,"Walker, Barry A",229,3.1,33,57,40,17,23,12,10,8,5,2,3,1,18
2012,Winter,GEOG 302,The Pacific N W,"Beyers, William B",92,2.8,8,24,15,15,4,5,5,2,2,2,1,6,3
2012,Winter,IND E 315,Prob & Stat For Eng,"Boyle, Linda Ng",135,2.7,6,25,24,11,18,17,8,7,5,3,1,3,7
2012,Winter,LING 100,Fund Of Grammar,"Surek-Clark, Clarissa",276,2.9,54,55,31,32,28,19,17,11,8,8,3,5,5
2012,Winter,LING 200,Intro Ling Thought,"Mcgarrity, Laura W",265,2.9,50,55,28,28,30,18,13,9,10,6,2,8,8
2012,Winter,MATH 111,Algebra With Appl,"Nichifor, Alexandra",165,2.8,17,32,19,25,17,20,9,10,7,4,2,2,1
2012,Winter,MATH 111,Algebra With Appl,"Nichifor, Alexandra",163,2.9,20,35,21,25,20,9,5,10,5,6,2,1,4
2012,Winter,MATH 112,Business &Econ Calc,"Taggart, Jennifer",157,3.1,43,22,25,24,15,5,1,10,3,2,2,1,4
2012,Winter,MATH 120,Precalculus,"Conroy, Matthew",143,2.2,9,15,17,18,19,2,4,8,5,6,3,21,16
2012,Winter,MATH 120,Precalculus,"Conroy, Matthew",140,2.5,15,16,13,17,18,4,11,7,5,3,1,14,16
2012,Winter,MATH 124,Calc Analyt Geom I,"Loveless, Andrew",116,2.7,10,15,9,20,21,11,4,12,3,1,2,2,6
2012,Winter,MATH 124,Calc Analyt Geom I,"Bekyel, Ebru",118,2.8,9,17,22,20,12,10,6,9,5,1,1,2,4
2012,Winter,MATH 125,Calc Analyt Geom Ii,"Koblitz, Neal I",100,2.7,8,12,16,12,17,9,4,5,4,3,1,2,7
2012,Winter,MATH 126,Calc Anyl Geom Iii,"Taggart, Jennifer",156,2.7,21,20,24,14,28,14,8,8,3,3,3,5,5
2012,Winter,MATH 394,Probability I,"Chen, Zhen-Qing",49,2.4,3,6,3,5,9,4,2,6,4,1,3,1,2
2012,Winter,MATH 394,Probability I,"Pal, Soumik",46,2.8,5,7,9,4,9,3,2,1,1,2,1,1,1
2012,Winter,MICROM 411,Bacterial Genetics,"Gray, Kendall M",83,2.7,12,4,10,11,12,7,4,4,3,2,1,1,12
2012,Winter,MICROM 450,Molec Biol Vir,"Champoux, James J",64,2.7,6,13,7,8,10,4,5,3,2,1,1,3,1
2012,Winter,MUSIC 116,Elem Music Theory,"Shelley, Peter",195,3.4,92,34,26,4,9,3,3,4,3,2,1,4,10
2012,Winter,MUSIC 185,The Concert Season,"Harreld, Nicole R.",342,3.5,150,119,22,18,8,7,1,1,2,4,2,5,3
2012,Winter,PHIL 120,Intro To Logic,"Weller, Cass",165,3.1,38,30,38,18,6,2,2,2,1,2,5,7,14
2012,Winter,PHYS 114,General Physics,"Cramer, John G",208,3,34,37,31,26,29,16,11,5,3,2,1,1,12
2012,Winter,PHYS 121,Mechanics,"Tolich, Nikolai",197,3,22,43,32,26,34,16,5,6,3,2,1,1,6
2012,Winter,POL S 203,Intro Internatl Rel,"Caporaso, James A",207,2.9,13,56,35,33,23,10,9,4,1,7,3,7,6
2012,Winter,PSYCH 101,Intro To Psych,"Prat, Chantel",434,3.4,209,77,46,33,26,13,6,10,7,1,1,3,2
2012,Winter,PSYCH 101,Intro To Psych,"Mclaughlin, Judith L.",106,2.9,25,16,14,11,10,5,5,7,1,3,2,4,3
2012,Winter,PSYCH 202,Biopsych,"Voorhies, Ann C",223,3.1,58,43,26,30,21,10,8,8,4,1,1,5,8
2012,Winter,PSYCH 206,Human Development,"Ha, Renee Robinette",65,2.7,5,12,11,7,9,8,3,1,1,1,1,3,3
2012,Winter,SOC 110,Survey Sociology,"Wender, Jonathan M",196,2.7,12,29,36,30,42,12,9,9,4,2,2,7,2
2012,Winter,SOC 300,Found Soc Inquiry,"Brines, Julie E",106,2.9,6,26,12,17,16,10,6,5,3,1,1,1,2
2012,Winter,SOC 371,Criminology,"Matsueda, Ross L.",96,2.9,14,26,7,16,12,4,1,2,7,2,1,2,2
2012,Winter,STAT 311,Elemnts Stat Method,"Cardoso, Tamre",118,3.1,15,31,19,24,4,5,4,2,4,1,1,2,6
2012,Spring,AMATH 301,Beg Sci Computing,"Adams, Loyce M.",105,2.7,5,22,17,16,12,6,2,5,2,1,4,6,7
2012,Spring,ART H 203,Surv West Art-Mod,"Lingo, Estelle C",248,3.2,62,74,28,27,17,14,2,3,2,2,2,8,7
2012,Spring,B STR 301,General Anatomy,"Pittack, Catrin",433,3.1,72,141,61,36,42,24,13,15,8,3,3,11,4
2012,Spring,BIO A 201,Prin Biologcl Anth,"Kushnick, Geoff",83,2.8,7,21,11,9,9,5,10,2,1,1,5,1,1
2012,Spring,BIOL 118,Survey Of Physiol,"Oakley, Amy E",333,2.8,33,48,46,53,52,23,22,22,12,6,2,6,8
2012,Spring,BIOL 180,Intro Biology,"Naish, Kerry",414,2.6,30,56,52,50,58,44,37,33,15,8,2,18,11
2012,Spring,BIOL 200,Intro Biol,"Schivell, Amanda",443,2.7,40,53,61,52,83,57,43,24,14,3,1,8,4
2012,Spring,BIOL 317,Plant Class & Ident,"Olmstead, Richard G.",117,2.8,22,25,3,9,15,7,13,12,1,2,1,3,4
2012,Spring,CHEM 142,General Chemistry,"Carroll, Andrea D.",308,2.6,14,41,45,46,48,27,20,24,10,9,5,10,9
2012,Spring,CHEM 152,General Chemistry,"Wiegand, Deborah H",250,2.7,14,40,26,39,44,21,17,14,8,5,2,7,13
2012,Spring,CHEM 162,General Chemistry,"Bryant, Jasmine R.",278,2.8,25,55,51,27,48,20,14,15,11,5,4,2,1
2012,Spring,CHEM 162,General Chemistry,"Bryant, Jasmine R.",280,2.8,27,45,32,53,53,20,22,10,6,3,3,1,5
2012,Spring,CHEM 221,Principles Chem Iii,"Wiegand, Deborah H",275,2.8,16,36,46,54,43,38,16,15,3,3,1,2,2
2012,Spring,CHEM 238,Organic Chemistry,"Andersen, Niels H",339,2.6,30,43,34,30,58,48,40,24,12,4,4,2,10
2012,Spring,CHEM 239,Organic Chemistry,"Schellinger, Joan Go",234,2.7,32,20,18,21,41,26,24,23,10,1,1,3,14
2012,Spring,CHEM 239,Organic Chemistry,"Clary, Scott T.",343,2.7,34,51,37,47,49,30,25,26,11,8,7,4,14
2012,Spring,CHEM 241,Organic Chem Lab,"Clary, Scott T.",235,3.2,48,53,43,33,34,9,4,1,1,2,1,3,3
2012,Spring,CSE 142,Computer Prgrmng I,"Obourn, Allison E",322,2.5,24,53,40,33,41,22,12,19,13,9,8,30,18
2012,Spring,CSE 142,Computer Prgrmng I,"Obourn, Allison E",246,2.6,22,48,30,28,32,15,15,9,8,2,2,21,14
2012,Spring,CSE 143,Computer Prgrmng Ii,"Reges, Stuart",440,2.6,38,78,45,61,63,28,31,27,7,8,3,31,20
2012,Spring,CSE 154,Web Programming,"Stepp, Martin",279,2.9,23,66,49,52,33,13,8,7,3,6,1,8,10
2012,Spring,ECON 200,Intro Microecon,"Salehi-Esfahani, Haideh",451,2.9,53,84,69,64,74,39,25,6,8,1,3,12,13
2012,Spring,ESRM 100,Environmental Sci,"Harrison, Robert B",571,3.2,172,128,75,60,45,21,7,20,8,2,6,16,11
2012,Spring,ESS 106,Living With Volcano,"Walker, Barry A",211,2.5,9,19,22,38,41,20,25,15,2,6,2,6,6
2012,Spring,GENOME 351,Human Genetics,"Eichler, Evan",41,2.7,3,10,5,4,6,2,2,1,2,2,1,1,2
2012,Spring,GWSS 357,Psychobiol Of Women,"Kenney, Nancy J",90,2.9,26,14,11,6,8,7,4,1,1,2,1,6,3
2012,Spring,HIST 269,"Holocaust, Hist&Mem","Naar, Devin E",92,3,6,30,10,16,12,6,2,1,1,1,1,3,3
2012,Spring,LING 100,Fund Of Grammar,"Mcgarrity, Laura W",193,3,42,42,23,27,18,10,6,6,4,2,3,7,3
2012,Spring,LING 200,Intro Ling Thought,"Hargus, Sharon L",162,2.6,20,23,19,23,22,13,9,9,6,2,2,11,3
2012,Spring,LING 233,Language & Society,"Evans, Betsy E",107,2.3,16,9,9,10,10,11,6,10,5,6,3,11,1
2012,Spring,LSJ 200,Intr Law Soc & Just,"Beckett, Katherine",190,2.9,13,47,26,34,24,20,4,5,4,2,1,5,5
2012,Spring,MATH 112,Business &Econ Calc,"Nichifor, Alexandra",204,3,22,44,30,35,26,11,15,8,3,2,1,1,6
2012,Spring,MATH 124,Calc Analyt Geom I,"Bekyel, Ebru",96,2.7,3,21,15,21,8,4,3,6,5,1,2,5,2
2012,Spring,MATH 125,Calc Analyt Geom Ii,"Loveless, Andrew",120,2.9,15,17,21,17,15,8,9,7,3,1,1,2,4
2012,Spring,MATH 126,Calc Anyl Geom Iii,"Taggart, Jennifer",152,2.6,20,15,15,19,24,14,11,11,5,6,2,4,6
2012,Spring,MATH 126,Calc Anyl Geom Iii,"Perkins, Patrick",159,2.9,17,37,18,17,28,15,11,5,2,2,1,3,3
2012,Spring,MATH 126,Calc Anyl Geom Iii,"Perkins, Patrick",153,2.8,16,33,18,16,27,15,12,7,3,1,3,1,1
2012,Spring,MICROM 301,Gen Microbiology,"Anderson, Denise G",288,2.6,21,38,36,30,43,40,18,19,11,5,2,11,14
2012,Spring,MUSIC 116,Elem Music Theory,"Archibald-Seiffer, Joshua",202,3.4,99,34,11,20,8,6,6,3,4,2,1,3,5
2012,Spring,MUSIC 162,Amer Pop Song,"Korn, Steven",599,3.5,237,177,64,37,30,18,10,6,3,3,1,1,12
2012,Spring,MUSIC 162,Amer Pop Song,"Cannady, Kimberly",99,2.6,9,9,13,18,15,9,7,6,5,2,1,3,2
2012,Spring,MUSIC 185,The Concert Season,"Harreld, Nicole R.",336,3.5,174,98,17,15,7,4,1,3,1,6,2,5,3
2012,Spring,OCEAN 200,Intro Oceanography,"Quay, Paul D",115,2.8,7,21,24,20,15,10,4,3,2,1,1,5,2
2012,Spring,PHIL 100,Intro To Philosophy,"Hildebrand, Tyler W.",122,2.7,36,11,3,16,4,10,7,5,12,9,1,6,2
2012,Spring,PHIL 120,Intro To Logic,"Manchak, John",180,3.3,78,33,15,7,13,6,2,6,4,3,1,1,11
2012,Spring,POL S 203,Intro Internatl Rel,"Cockrell, Andrew S",190,2.9,4,37,31,38,34,15,5,5,6,1,2,1,11
2012,Spring,PSYCH 101,Intro To Psych,"Passer, Michael W",405,3,116,57,49,45,30,28,21,11,9,5,7,20,7
2012,Spring,PSYCH 101,Intro To Psych,"Osterhout, Lee",417,3,99,51,75,45,53,25,17,21,7,8,5,7,4
2012,Spring,PSYCH 205,Behavior Disorders,"Graham, Christina C",67,2.6,13,4,7,7,8,6,6,4,5,2,1,3,1
2012,Spring,PSYCH 210,Human Sexuality,"Mcdermott, Lois J.",324,3,64,61,36,37,52,20,12,5,9,4,1,8,15
2012,Spring,QMETH 201,Intro To Stat Mthds,"Studer-Ellis, Erich",113,2.8,8,22,18,18,17,4,5,7,6,3,2,1,2
2012,Spring,SOC 371,Criminology,"Matsueda, Ross L.",163,2.8,14,30,26,26,17,13,9,12,3,4,3,2,4
2012,Spring,STAT 311,Elemnts Stat Method,"Morris, Martina",102,2.9,8,23,22,15,12,4,4,3,1,1,6,2,1
2012,Summer,BIOL 180,Intro Biology,"Van Buren, Amy Noel",138,2.5,8,13,20,11,24,13,16,13,6,3,2,4,5
2012,Summer,CHEM 223,Org Chem Short Prog,"Elangovan, Samy",71,2.7,8,11,9,6,10,5,8,4,2,2,1,1,4
2012,Summer,CHEM 237,Organic Chemistry,"Schellinger, Joan Go",55,2.7,6,9,7,6,5,7,3,3,2,2,1,2,2
2012,Summer,CSE 142,Computer Prgrmng I,"Rigsby, Tyler J",172,2.9,15,31,34,23,24,6,5,3,3,3,4,6,15
2012,Summer,CSE 143,Computer Prgrmng Ii,"Winstanley, Melissa R",88,2.8,10,15,10,6,10,6,4,2,2,2,1,3,17
2012,Summer,GENOME 361,Fund Gen & Genomics,"Cheong, Frances Ka Yan",139,2.6,11,14,20,18,25,18,7,7,7,3,1,3,5
2012,Summer,PHYS 121,Mechanics,"Reid, James H",93,2.7,8,14,11,10,19,11,6,2,3,1,1,2,5
2013,Fall,ACCTG 215,Acctg & Fin Reprtng,"Demerjian, Peter R",156,2.9,42,17,12,12,19,10,11,6,4,2,7,1,13
2013,Fall,ACCTG 215,Acctg & Fin Reprtng,"Demerjian, Peter R",152,2.9,49,16,10,19,15,4,10,7,4,4,5,3,6
2013,Fall,ACCTG 215,Acctg & Fin Reprtng,"Demerjian, Peter R",154,3,37,19,19,16,21,11,9,9,2,1,3,1,6
2013,Fall,ANTH 203,Intro To Anth Ling,"Bilaniuk, Laada M.",96,2.7,9,21,11,8,12,9,6,9,1,2,2,4,2
2013,Fall,ASTR 150,The Planets,"Smith, Toby R.",237,3.1,42,58,45,32,23,12,8,5,4,2,1,3,2
2013,Fall,BIO A 101,Human Bio Diversity,"Kramer, Patricia A.",306,3.6,215,35,15,10,7,5,6,3,2,1,1,2,4
2013,Fall,BIOC 440,Biochemistry,"Klevit, Rachel",304,2.7,17,46,40,49,63,39,10,7,6,4,4,7,12
2013,Fall,BIOL 118,Survey Of Physiol,"Oakley, Amy E",386,2.8,29,72,64,50,58,41,20,18,6,4,6,10,8
2013,Fall,BIOL 180,Intro Biology,"Freeman, Scott",512,2.9,50,92,81,70,92,43,25,18,11,6,5,9,10
2013,Fall,BIOL 180,Intro Biology,"Freeman, Scott",497,2.6,33,56,63,76,90,56,45,25,15,9,5,10,14
2013,Fall,BIOL 200,Intro Biol,"Crowe, Alison J",260,2.8,20,36,49,36,40,23,25,14,3,2,2,5,5
2013,Fall,BIOL 350,Foundtns Physiology,"Kennedy, Michael L",167,3,39,25,26,12,20,8,16,5,5,1,2,4,4
2013,Fall,BIOL 404,Animal Cell Physiol,"De La Iglesia, Horacio O.",71,2.4,5,8,7,8,8,8,6,11,1,2,1,4,2
2013,Fall,BIOL 453,Cmpr Anat Verts,"Sidor, Christian A.",66,2.6,8,5,11,3,15,7,4,3,4,1,3,1,1
2013,Fall,CHEM 120,Principles Of Chem I,"Wiegand, Deborah H",309,2.8,22,58,50,36,58,35,21,10,3,3,1,8,4
2013,Fall,CHEM 142,General Chemistry,"Li, Xiaosong",562,2.7,40,109,59,68,112,45,44,38,17,2,3,15,10
2013,Fall,CHEM 142,General Chemistry,"Wiegand, Deborah H",505,2.7,21,71,76,76,85,54,53,29,19,10,1,4,6
2013,Fall,CHEM 162,General Chemistry,"Carroll, Andrea D.",334,2.6,16,30,36,38,79,48,38,30,7,4,1,1,6
2013,Fall,CHEM 223,Org Chem Short Prog,"Heinekey, D Michael",133,2.4,3,9,10,16,30,19,16,14,5,1,4,1,5
2013,Fall,CHEM 237,Organic Chemistry,"Boydston, Andrew Jackson",329,2.7,20,43,45,68,45,34,20,24,10,4,6,2,8
2013,Fall,CHEM 237,Organic Chemistry,"Bryant, Jasmine R.",315,2.6,15,38,41,51,55,27,23,31,13,5,2,3,11
2013,Fall,CLAS 430,Grk & Rom Mythology,"Kamen, Deborah E.",246,3.1,37,77,35,19,23,11,8,7,7,3,2,5,12
2013,Fall,COM 202,Intro To Comm Ii,"Parks, Malcolm R",416,3,22,78,128,99,32,20,12,6,4,2,2,4,7
2013,Fall,CSE 142,Computer Prgrmng I,"Reges, Stuart",313,2.7,27,57,51,31,32,21,12,25,4,4,4,18,27
2013,Fall,CSE 142,Computer Prgrmng I,"Reges, Stuart",525,2.7,40,98,75,68,60,33,25,26,14,11,4,33,38
2013,Fall,CSE 143,Computer Prgrmng Ii,"Obourn, Allison E",287,2.7,29,47,38,34,40,30,17,10,5,6,6,10,15
2013,Fall,ECON 200,Intro Microecon,"Ellis, Gregory M.",487,3.1,30,148,117,88,51,20,7,10,1,4,1,2,8
2013,Fall,G H 201,Emerging Diseases,"Coler, Rhea N.",323,3,59,64,44,28,51,25,14,10,6,4,1,7,10
2013,Fall,GENOME 371,Intro Genetics,"Raghuraman, M. K.",189,2.7,28,33,10,29,15,13,14,19,9,3,4,4,8
2013,Fall,GEOG 123,Intro Globalization,"Hannah, Joe",279,3.2,79,70,41,29,10,8,11,3,2,3,3,11,9
2013,Fall,GWSS 357,Psychobiol Of Women,"Kenney, Nancy J",69,2.6,7,12,10,5,11,1,4,3,3,2,3,3,5
2013,Fall,HIST 111,The Ancient World,"Walker, Joel T",187,2.9,18,38,35,30,17,16,9,7,3,2,5,3,4
2013,Fall,LING 100,Fund Of Grammar,"Surek-Clark, Clarissa",187,3,50,40,17,17,13,9,14,10,5,2,3,4,3
2013,Fall,LING 233,Language & Society,"Evans, Betsy E",144,2.6,10,23,22,18,20,9,8,11,6,1,3,10,3
2013,Fall,MATH 111,Algebra With Appl,"Nichifor, Alexandra",158,2.7,14,26,16,24,29,17,9,3,4,8,2,3,3
2013,Fall,MATH 120,Precalculus,"Conroy, Matthew",152,2.5,12,22,21,12,32,1,10,7,6,2,2,15,10
2013,Fall,MATH 120,Precalculus,"Ostroff, Jonah K",150,2.8,18,20,21,21,34,4,6,5,5,1,2,3,10
2013,Fall,MATH 124,Calc Analyt Geom I,"Collingwood, David H",113,2.8,12,23,16,11,18,10,3,3,1,4,2,4,6
2013,Fall,MATH 125,Calc Analyt Geom Ii,"Novik, Isabella",119,2.7,9,14,18,22,17,11,7,7,2,1,1,4,6
2013,Fall,MATH 126,Calc Anyl Geom Iii,"Loveless, Andrew",154,2.8,12,26,16,29,24,14,4,6,6,4,2,3,8
2013,Fall,MATH 126,Calc Anyl Geom Iii,"Taggart, Jennifer",157,2.5,16,21,17,14,18,10,5,25,9,3,3,6,10
2013,Fall,MATH 126,Calc Anyl Geom Iii,"Taggart, Jennifer",156,2.8,24,23,26,19,18,8,12,8,5,4,1,4,4
2013,Fall,MATH 126,Calc Anyl Geom Iii,"Solomyak, Boris",156,2.9,19,37,21,11,17,15,16,3,7,1,2,3,4
2013,Fall,MATH 126,Calc Anyl Geom Iii,"Loveless, Andrew",157,3,22,38,13,30,19,9,10,4,1,2,1,2,6
2013,Fall,MICROM 301,Gen Microbiology,"Moseley, Steve L",218,2.5,11,23,32,37,26,19,19,18,8,11,1,6,7
2013,Fall,MICROM 410,Fund Of Gen Micro I,"Parsek, Matthew R",192,2.5,27,17,11,21,31,18,14,13,11,5,1,12,11
2013,Fall,MUSIC 116,Elem Music Theory,"Kolat, Yigit",197,3.2,83,32,9,11,18,5,2,9,3,2,1,9,13
2013,Fall,MUSIC 185,The Concert Season,"Harreld, Nicole R.",291,3.2,35,124,30,48,21,4,8,5,3,4,1,3,5
